Date,OWL
2024-01-02,14.600000381469727
2024-01-03,14.65999984741211
2024-01-04,14.8100004196167
2024-01-05,14.710000038146973
2024-01-08,14.960000038146973
2024-01-09,14.640000343322754
2024-01-10,14.630000114440918
2024-01-11,14.770000457763672
2024-01-12,14.84000015258789
2024-01-16,14.720000267028809
2024-01-17,15.100000381469727
2024-01-18,15.100000381469727
2024-01-19,15.4399995803833
2024-01-22,15.369999885559082
2024-01-23,15.220000267028809
2024-01-24,15.5600004196167
2024-01-25,15.869999885559082
2024-01-26,15.850000381469727
2024-01-29,15.960000038146973
2024-01-30,15.800000190734863
2024-01-31,15.539999961853027
2024-02-01,15.569999694824219
2024-02-02,15.899999618530273
2024-02-05,15.720000267028809
2024-02-06,15.779999732971191
2024-02-07,16.139999389648438
2024-02-08,16.389999389648438
2024-02-09,17.469999313354492
2024-02-12,17.690000534057617
2024-02-13,17.360000610351562
2024-02-14,18.030000686645508
2024-02-15,18.020000457763672
2024-02-16,17.780000686645508
2024-02-20,17.790000915527344
2024-02-21,17.809999465942383
2024-02-22,17.950000762939453
2024-02-23,18.0
2024-02-26,17.8700008392334
2024-02-27,17.989999771118164
2024-02-28,17.81999969482422
2024-02-29,17.959999084472656
2024-03-01,17.979999542236328
2024-03-04,18.100000381469727
2024-03-05,17.899999618530273
2024-03-06,17.809999465942383
2024-03-07,17.59000015258789
2024-03-08,17.610000610351562
2024-03-11,17.389999389648438
2024-03-12,17.489999771118164
2024-03-13,17.510000228881836
2024-03-14,17.34000015258789
2024-03-15,17.309999465942383
2024-03-18,17.43000030517578
2024-03-19,17.700000762939453
2024-03-20,17.940000534057617
2024-03-21,18.610000610351562
2024-03-22,18.239999771118164
2024-03-25,18.469999313354492
2024-03-26,18.6299991607666
2024-03-27,18.780000686645508
2024-03-28,18.860000610351562
2024-04-01,18.56999969482422
2024-04-02,18.510000228881836
2024-04-03,19.3799991607666
2024-04-04,19.040000915527344
2024-04-05,19.280000686645508
2024-04-08,19.600000381469727
2024-04-09,19.34000015258789
2024-04-10,18.93000030517578
2024-04-11,18.8700008392334
2024-04-12,18.540000915527344
2024-04-15,18.06999969482422
2024-04-16,18.350000381469727
2024-04-17,18.309999465942383
2024-04-18,18.3700008392334
2024-04-19,18.260000228881836
2024-04-22,18.450000762939453
2024-04-23,18.700000762939453
2024-04-24,18.780000686645508
2024-04-25,18.56999969482422
2024-04-26,18.790000915527344
2024-04-29,19.040000915527344
2024-04-30,18.889999389648438
2024-05-01,18.649999618530273
2024-05-02,18.110000610351562
2024-05-03,17.950000762939453
2024-05-06,18.389999389648438
2024-05-07,18.1200008392334
2024-05-08,18.40999984741211
2024-05-09,18.530000686645508
2024-05-10,18.549999237060547
2024-05-13,18.389999389648438
2024-05-14,18.520000457763672
2024-05-15,18.829999923706055
2024-05-16,18.8799991607666
2024-05-17,19.0
2024-05-20,18.809999465942383
2024-05-21,18.920000076293945
2024-05-22,18.90999984741211
2024-05-23,18.829999923706055
2024-05-24,19.270000457763672
2024-05-28,19.549999237060547
2024-05-29,19.229999542236328
2024-05-30,19.350000381469727
2024-05-31,17.989999771118164
2024-06-03,17.770000457763672
2024-06-04,17.31999969482422
2024-06-05,17.290000915527344
2024-06-06,16.729999542236328
2024-06-07,16.690000534057617
2024-06-10,17.3799991607666
2024-06-11,17.40999984741211
2024-06-12,17.639999389648438
2024-06-13,17.34000015258789
2024-06-14,17.110000610351562
2024-06-17,17.350000381469727
2024-06-18,17.719999313354492
2024-06-20,17.760000228881836
2024-06-21,17.510000228881836
2024-06-24,17.65999984741211
2024-06-25,17.65999984741211
2024-06-26,17.829999923706055
2024-06-27,17.899999618530273
2024-06-28,17.75
2024-07-01,17.809999465942383
2024-07-02,17.540000915527344
2024-07-03,17.700000762939453
2024-07-05,17.690000534057617
2024-07-08,16.899999618530273
2024-07-09,16.920000076293945
2024-07-10,17.229999542236328
2024-07-11,17.459999084472656
2024-07-12,17.700000762939453
2024-07-15,17.809999465942383
2024-07-16,18.3700008392334
2024-07-17,18.780000686645508
2024-07-18,19.020000457763672
2024-07-19,19.270000457763672
2024-07-22,19.829999923706055
2024-07-23,19.780000686645508
2024-07-24,19.350000381469727
2024-07-25,19.59000015258789
2024-07-26,19.739999771118164
2024-07-29,19.350000381469727
2024-07-30,19.059999465942383
2024-07-31,19.06999969482422
2024-08-01,17.18000030517578
2024-08-02,16.260000228881836
2024-08-05,15.8100004196167
2024-08-06,16.3799991607666
2024-08-07,16.280000686645508
2024-08-08,16.889999389648438
2024-08-09,17.09000015258789
2024-08-12,16.940000534057617
2024-08-13,17.299999237060547
2024-08-14,17.709999084472656
2024-08-15,18.030000686645508
2024-08-16,17.799999237060547
2024-08-19,17.8700008392334
2024-08-20,17.68000030517578
2024-08-21,17.3700008392334
2024-08-22,17.31999969482422
2024-08-23,17.3700008392334
2024-08-26,17.469999313354492
2024-08-27,17.56999969482422
2024-08-28,17.209999084472656
2024-08-29,17.709999084472656
2024-08-30,17.639999389648438
2024-09-03,17.049999237060547
2024-09-04,16.639999389648438
2024-09-05,16.5
2024-09-06,16.110000610351562
2024-09-09,16.600000381469727
2024-09-10,16.729999542236328
2024-09-11,16.959999084472656
2024-09-12,17.18000030517578
2024-09-13,17.540000915527344
2024-09-16,18.030000686645508
2024-09-17,18.200000762939453
2024-09-18,18.170000076293945
2024-09-19,18.84000015258789
2024-09-20,18.780000686645508
2024-09-23,18.860000610351562
2024-09-24,19.139999389648438
2024-09-25,19.229999542236328
2024-09-26,18.950000762939453
2024-09-27,19.239999771118164
