Date,ARES
2025-02-03,196.52000427246094
2025-02-04,195.36000061035156
2025-02-05,189.64999389648438
2025-02-06,191.6699981689453
2025-02-07,190.33999633789062
2025-02-10,189.97999572753906
2025-02-11,186.3699951171875
2025-02-12,182.80999755859375
2025-02-13,184.38999938964844
2025-02-14,186.17999267578125
2025-02-18,187.6699981689453
2025-02-19,186.74000549316406
2025-02-20,179.69000244140625
2025-02-21,174.08999633789062
2025-02-24,168.91000366210938
2025-02-25,167.36000061035156
2025-02-26,168.97000122070312
2025-02-27,167.1199951171875
2025-02-28,170.94000244140625
2025-03-03,169.75999450683594
2025-03-04,160.99000549316406
2025-03-05,163.0
2025-03-06,153.3699951171875
2025-03-07,154.9600067138672
2025-03-10,141.24000549316406
2025-03-11,143.00999450683594
2025-03-12,145.92999267578125
2025-03-13,140.19000244140625
2025-03-14,144.36000061035156
2025-03-17,147.11000061035156
2025-03-18,144.02000427246094
2025-03-19,147.61000061035156
2025-03-20,147.33999633789062
2025-03-21,147.7100067138672
2025-03-24,153.75
2025-03-25,155.6300048828125
2025-03-26,153.27999877929688
2025-03-27,148.39999389648438
2025-03-28,144.89999389648438
2025-03-31,146.61000061035156
2025-04-01,149.44000244140625
2025-04-02,154.5
2025-04-03,130.58999633789062
2025-04-04,118.04000091552734
2025-04-07,124.7300033569336
2025-04-08,123.20999908447266
2025-04-09,142.3699951171875
2025-04-10,135.77000427246094
2025-04-11,137.74000549316406
2025-04-14,138.3800048828125
2025-04-15,141.32000732421875
2025-04-16,139.60000610351562
2025-04-17,141.24000549316406
2025-04-21,137.0800018310547
2025-04-22,141.72000122070312
2025-04-23,145.9499969482422
2025-04-24,152.97000122070312
2025-04-25,153.8800048828125
2025-04-28,153.3800048828125
2025-04-29,152.7899932861328
2025-04-30,152.52999877929688
2025-05-01,152.27000427246094
2025-05-02,157.07000732421875
2025-05-05,160.75999450683594
2025-05-06,159.6300048828125
2025-05-07,162.0800018310547
2025-05-08,165.85000610351562
2025-05-09,164.9499969482422
2025-05-12,172.57000732421875
2025-05-13,172.5
2025-05-14,175.8300018310547
2025-05-15,168.6999969482422
2025-05-16,170.14999389648438
2025-05-19,168.63999938964844
2025-05-20,166.02999877929688
2025-05-21,158.97999572753906
2025-05-22,159.8800048828125
2025-05-23,160.2899932861328
2025-05-27,164.60000610351562
2025-05-28,163.99000549316406
2025-05-29,164.89999389648438
2025-05-30,165.5
2025-06-02,166.7899932861328
2025-06-03,168.52999877929688
2025-06-04,169.00999450683594
2025-06-05,169.99000549316406
2025-06-06,173.8800048828125
2025-06-09,172.3000030517578
2025-06-10,168.5800018310547
2025-06-11,168.77999877929688
2025-06-12,170.80999755859375
2025-06-13,166.55999755859375
2025-06-16,167.02999877929688
2025-06-17,165.17999267578125
2025-06-18,167.33999633789062
2025-06-20,165.75999450683594
2025-06-23,165.35000610351562
2025-06-24,169.82000732421875
2025-06-25,168.8000030517578
2025-06-26,171.11000061035156
2025-06-27,173.17999267578125
2025-06-30,173.1999969482422
2025-07-01,174.72999572753906
2025-07-02,177.97999572753906
2025-07-03,177.9600067138672
2025-07-07,174.86000061035156
2025-07-08,175.10000610351562
2025-07-09,176.97000122070312
2025-07-10,180.1300048828125
2025-07-11,177.3699951171875
2025-07-14,180.33999633789062
2025-07-15,174.49000549316406
2025-07-16,179.9199981689453
2025-07-17,183.1699981689453
2025-07-18,183.1199951171875
2025-07-21,178.88999938964844
2025-07-22,178.25
2025-07-23,180.57000732421875
2025-07-24,182.33999633789062
2025-07-25,186.22000122070312
2025-07-28,187.36000061035156
2025-07-29,187.92999267578125
2025-07-30,187.72999572753906
2025-07-31,185.52999877929688
2025-08-01,182.8300018310547
2025-08-04,188.5500030517578
2025-08-05,187.97999572753906
2025-08-06,189.2899932861328
2025-08-07,186.9499969482422
2025-08-08,188.42999267578125
2025-08-11,186.5500030517578
2025-08-12,192.75999450683594
2025-08-13,190.94000244140625
2025-08-14,190.4499969482422
2025-08-15,187.77999877929688
2025-08-18,189.27000427246094
2025-08-19,180.58999633789062
2025-08-20,178.92999267578125
2025-08-21,178.25999450683594
2025-08-22,181.07000732421875
2025-08-25,178.1300048828125
2025-08-26,178.92999267578125
2025-08-27,179.50999450683594
2025-08-28,180.27000427246094
2025-08-29,179.1999969482422
2025-09-02,179.77999877929688
2025-09-03,176.82000732421875
2025-09-04,180.0500030517578
2025-09-05,177.30999755859375
2025-09-08,176.25
2025-09-09,175.07000732421875
2025-09-10,178.92999267578125
2025-09-11,184.7100067138672
2025-09-12,182.7899932861328
2025-09-15,179.9199981689453
2025-09-16,178.61000061035156
2025-09-17,178.88999938964844
2025-09-18,183.4199981689453
2025-09-19,183.0
2025-09-22,181.99000549316406
2025-09-23,181.14999389648438
2025-09-24,168.22999572753906
2025-09-25,163.32000732421875
2025-09-26,163.0500030517578
2025-09-29,163.4199981689453
2025-09-30,159.88999938964844
2025-10-01,154.13999938964844
2025-10-02,150.61000061035156
2025-10-03,152.39999389648438
2025-10-06,150.10000610351562
2025-10-07,148.63999938964844
2025-10-08,149.8000030517578
2025-10-09,147.25999450683594
2025-10-10,140.8800048828125
2025-10-13,143.6300048828125
2025-10-14,149.5800018310547
2025-10-15,151.08999633789062
2025-10-16,141.24000549316406
2025-10-17,141.8699951171875
2025-10-20,146.61000061035156
2025-10-21,150.11000061035156
2025-10-22,150.10000610351562
2025-10-23,148.42999267578125
2025-10-24,149.33999633789062
2025-10-27,150.97000122070312
2025-10-28,150.92999267578125
2025-10-29,150.52000427246094
2025-10-30,147.2899932861328
2025-10-31,148.7100067138672
2025-11-03,155.5
2025-11-04,153.00999450683594
2025-11-05,153.25
2025-11-06,151.25999450683594
2025-11-07,153.8800048828125
2025-11-10,153.33999633789062
2025-11-11,153.8699951171875
2025-11-12,153.69000244140625
2025-11-13,148.47000122070312
2025-11-14,146.39999389648438
2025-11-17,142.05999755859375
2025-11-18,142.69000244140625
2025-11-19,145.1699981689453
2025-11-20,144.30999755859375
2025-11-21,147.42999267578125
2025-11-24,150.11000061035156
2025-11-25,152.8699951171875
2025-11-26,154.5500030517578
2025-11-28,156.85000610351562
2025-12-01,159.50999450683594
2025-12-02,159.9199981689453
2025-12-03,162.0500030517578
2025-12-04,163.07000732421875
2025-12-05,165.4600067138672
2025-12-08,164.25999450683594
2025-12-09,176.1999969482422
2025-12-10,178.27999877929688
2025-12-11,176.8699951171875
2025-12-12,173.77999877929688
2025-12-15,172.67999267578125
2025-12-16,173.61000061035156
2025-12-17,168.50999450683594
2025-12-18,166.66000366210938
2025-12-19,165.67999267578125
2025-12-22,170.2899932861328
2025-12-23,168.74000549316406
2025-12-24,169.05999755859375
2025-12-26,168.72999572753906
2025-12-29,169.0500030517578
2025-12-30,163.22999572753906
