Date,BIZD
2025-07-09,16.170000076293945
2025-07-10,16.350000381469727
2025-07-11,16.520000457763672
2025-07-14,16.5
2025-07-15,16.479999542236328
2025-07-16,16.639999389648438
2025-07-17,16.81999969482422
2025-07-18,16.75
2025-07-21,16.520000457763672
2025-07-22,16.610000610351562
2025-07-23,16.739999771118164
2025-07-24,16.6299991607666
2025-07-25,16.68000030517578
2025-07-28,16.450000762939453
2025-07-29,16.31999969482422
2025-07-30,16.200000762939453
2025-07-31,16.18000030517578
2025-08-01,15.970000267028809
2025-08-04,15.9399995803833
2025-08-05,16.030000686645508
2025-08-06,15.960000038146973
2025-08-07,15.850000381469727
2025-08-08,15.960000038146973
2025-08-11,15.9399995803833
2025-08-12,16.0
2025-08-13,16.149999618530273
2025-08-14,16.09000015258789
2025-08-15,15.899999618530273
2025-08-18,15.930000305175781
2025-08-19,15.9399995803833
2025-08-20,15.9399995803833
2025-08-21,15.850000381469727
2025-08-22,15.9399995803833
2025-08-25,15.819999694824219
2025-08-26,15.920000076293945
2025-08-27,15.979999542236328
2025-08-28,16.030000686645508
2025-08-29,16.100000381469727
2025-09-02,16.030000686645508
2025-09-03,15.960000038146973
2025-09-04,16.049999237060547
2025-09-05,16.020000457763672
2025-09-08,16.040000915527344
2025-09-09,15.930000305175781
2025-09-10,15.880000114440918
2025-09-11,15.960000038146973
2025-09-12,15.850000381469727
2025-09-15,15.529999732971191
2025-09-16,15.40999984741211
2025-09-17,15.420000076293945
2025-09-18,15.600000381469727
2025-09-19,15.680000305175781
2025-09-22,15.289999961853027
2025-09-23,15.199999809265137
2025-09-24,15.0
2025-09-25,15.0600004196167
2025-09-26,15.039999961853027
2025-09-29,14.960000038146973
2025-09-30,14.9399995803833
2025-10-01,14.319999694824219
2025-10-02,14.539999961853027
2025-10-03,14.390000343322754
2025-10-06,14.319999694824219
2025-10-07,14.149999618530273
2025-10-08,14.050000190734863
2025-10-09,13.65999984741211
2025-10-10,13.489999771118164
2025-10-13,13.90999984741211
2025-10-14,14.210000038146973
2025-10-15,14.210000038146973
2025-10-16,13.899999618530273
2025-10-17,13.970000267028809
2025-10-20,14.050000190734863
2025-10-21,14.239999771118164
2025-10-22,14.180000305175781
2025-10-23,14.260000228881836
2025-10-24,14.329999923706055
2025-10-27,14.550000190734863
2025-10-28,14.59000015258789
2025-10-29,14.40999984741211
2025-10-30,14.210000038146973
2025-10-31,14.329999923706055
2025-11-03,14.369999885559082
2025-11-04,14.25
2025-11-05,14.239999771118164
2025-11-06,14.010000228881836
2025-11-07,14.1899995803833
2025-11-10,14.1899995803833
2025-11-11,14.260000228881836
2025-11-12,14.300000190734863
2025-11-13,14.199999809265137
2025-11-14,14.130000114440918
2025-11-17,13.859999656677246
2025-11-18,13.84000015258789
2025-11-19,13.890000343322754
2025-11-20,13.8100004196167
2025-11-21,14.039999961853027
2025-11-24,14.229999542236328
2025-11-25,14.399999618530273
2025-11-26,14.550000190734863
2025-11-28,14.640000343322754
2025-12-01,14.5600004196167
2025-12-02,14.539999961853027
2025-12-03,14.779999732971191
2025-12-04,14.869999885559082
2025-12-05,14.90999984741211
2025-12-08,14.949999809265137
2025-12-09,15.010000228881836
2025-12-10,15.050000190734863
2025-12-11,14.859999656677246
2025-12-12,14.84000015258789
2025-12-15,14.739999771118164
2025-12-16,14.6899995803833
2025-12-17,14.609999656677246
2025-12-18,14.569999694824219
2025-12-19,14.430000305175781
2025-12-22,14.430000305175781
2025-12-23,14.350000381469727
2025-12-24,14.380000114440918
2025-12-26,14.520000457763672
2025-12-29,14.079999923706055
2025-12-30,14.15999984741211
